serialid,ipscntry,d3c,type_settlement,EU_story,most_used_media,q2b_media_used_news_2,q2b_media_used_news_2.1,q2b_media_used_news_3,q2b_media_used_news_4,q2b_media_used_news_5,q2b_media_used_news_6,q2b_media_used_news_7,q2b_media_used_news_8,q2b_media_used_news_9,q2b_media_used_news_10,q2b_media_used_news_11,q2t_1,q2t_2,q2t_3,q2t_4,q2t_5,q2t_6,q2t_7,q2t_8,q2t_9,q2t_10,q2t_11,q3_access_online_1,q3_access_online_2,q3_access_online_3,q3_access_online_4,q3_access_online_5,q3_access_online_6,q3_access_online_7,q3_access_online_8,q3_access_online_9,q4_app_used_1,q4_app_used_2,q4_app_used_3,q4_app_used_4,q4_app_used_5,q4_app_used_6,q4_app_used_7,q4_app_used_8,q4_app_used_9,q4_app_used_10,q4_app_used_11,q4_app_used_12,q4_app_used_13,q4_app_used_14,q5_purpose_social_networks_1,q5_purpose_social_networks_2,q5_purpose_social_networks_3,q5_purpose_social_networks_4,q5_purpose_social_networks_5,q5_purpose_social_networks_6,q5_purpose_social_networks_7,q5_purpose_social_networks_8,q5_purpose_social_networks_9,q5_purpose_social_networks_10,q5_purpose_social_networks_11,q5_purpose_social_networks_12,q6_topic_type_1,q6_topic_type_2,q6_topic_type_3,q6_topic_type_4,q6_topic_type_5,q6_topic_type_6,q6_topic_type_7,q6_topic_type_8,q6_topic_type_9,q6_topic_type_10,q6_topic_type_11,q6_topic_type_12,q6_topic_type_13,q7_trust_news_1,q7_trust_news_2,q7_trust_news_3,q7_trust_news_4,q7_trust_news_5,q7_trust_news_6,q7_trust_news_7,q7_trust_news_8,q7_trust_news_9,q8_news_follow_frequency,q9_influencers,q10_content_influencers_1,q10_content_influencers_2,q10_content_influencers_3,q10_content_influencers_4,q10_content_influencers_5,q10_content_influencers_6,q10_content_influencers_7,q10_content_influencers_8,age,age_category,d1r2,gender,profession,d4r1,d4r2,d5r,d5,family_size_15_above,d23,device_used,d12be,d12be_r,d12at,d12at_r,d12bg,d12cy,d12cz,d12dk,d12ee,d12de,d12gr,d12gr_r,d12es,d12es_r,d12fi,d12fr,d12fr_r,d12hu,d12ie,d12it,d12it_r,d12lt,d12lu,d12lv,d12nl,d12nl_r,d12pl,d12pl_r,d12pt,d12ro,d12se,d12se_r,d12si,d12si_r,d12sk,d12mt,d12hr,eu_nms3,eu15,eu_nms12,eu_nms13,eu25,eu27,eu_la6,w1,w5,w6,w7,w9,w10,w11,w13,w14,w24,w87,w94,w100,w102,w103
411,Austria,Has nationality of survey country,Rural area or village,Yes,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,Online press and/or news platforms,,,,,,,,,,,Online press and/or news platforms,,,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,,,,You read articles or posts that appear in your online social networks,"You read content shared by friends on direct messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,,,WhatsApp,Facebook,YouTube,Messenger,Instagram,X (Twitter),,,,,,,,,To watch photo and video content,To share my opinion publicly/ to discuss within social media groups,To send direct messages to friends and family,,To follow the news and current events,To buy or sell products,,,To follow what friends/family/colleagues are doing,,,,Local news,,European and international affairs,Science and technology,Sport,Financial and economic news,Culture and art,"People (e.g. royals, celebrities, etc.)","Hobbies, lifestyle",,,,,,,,,,"People, groups or friends I follow on social media or messaging platforms",,,,You follow the news on a daily basis,No,,,,,,,,,53.0,40 - 54 years,45 - 54 years,Male,16,16 years,16-19,Without a professional activity,Seeking a job,2,0,PC/Laptop/Tablet,,,Vorarlberg,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,1.19970307880184e+16,,,,,1.30749634880182e+16,0.4193946225741328,,0.5762101537939082,,0.6095295448919714,,,0.5683869895426128,
412,Austria,Has nationality of survey country,Small or middle sized town,Yes,"Messaging apps (e.g. WhatsApp, Messenger, etc.)",Radio,TV,,Online press and/or news platforms,"Video platforms (e.g. YouTube, etc.)",,,,,,,Radio,TV,,Online press and/or news platforms,"Video platforms (e.g. YouTube, etc.)",,,"Messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,,"You use a news aggregator app or website, meaning a website or app that assembles information from different (...).",You read articles or posts that appear in your online social networks,,,,,,,WhatsApp,,YouTube,,Instagram,,,,,,,,,,To watch photo and video content,,,,,To buy or sell products,"To share my own content (pictures, video, music, etc.)",,,,,,,,,,Sport,Financial and economic news,,,,"Crime, accidents",,,,Public TV and Radio stations (incl. their online presence),Private TV and Radio stations (incl. their online presence),,,,,,,,You actively search news several times a day,Yes,,,Insight into their everyday life Â ,,Motivational content,,,,28.0,25 - 39 years,25 - 34 years,Male,22,22 years and older,20 years and older,Employee,Middle management,4,1,Smartphone,,,Salzburg,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,1.13539910952437e+16,,,,,1.23741467065215e+16,0.3969151112669871,,0.5453253451428084,,0.5768588200926412,,,0.5379215017406104,
413,Austria,Has nationality of survey country,Small or middle sized town,Yes,TV,,,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",Online press and/or news platforms,,,,,,,,,TV,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",Online press and/or news platforms,,,,,,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel",,,,,,,,,,,YouTube,,,,,,,,,,,,To watch photo and video content,,,,To follow the news and current events,,,,,,,,Local news,National politics,,Science and technology,,Financial and economic news,Culture and art,,,"Crime, accidents",,,,,,,,YouTube or other video platforms,,,,,You actively search news several times a day,No,,,,,,,,,61.0,55 years and older,55 - 64 years,Male,16,16 years,16-19,Without a professional activity,Retired,2,0,PC/Laptop/Tablet,,,Steiermark,Sued-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,1.48777398324412e+16,,,,,1.62145041161083e+16,0.5200990305046496,,0.7145688719510791,,0.7558888652803802,,,0.7048672212298466,
414,Austria,Has nationality of survey country,Large town,No,TV,,,,Online press and/or news platforms,,,,,,,,,TV,,Online press and/or news platforms,,,,,,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel",,,,,,,,,,Facebook,,,,,,,,,,,,,,,,,,,,,,,,Donâ€™t know,Local news,National politics,,Science and technology,,,,,,,,,,Public TV and Radio stations (incl. their online presence),Private TV and Radio stations (incl. their online presence),"The written press (such as newspapers or magazines), incl. their online presence",,,,,,,You follow the news on a daily basis,No,,,,,,,,,59.0,55 years and older,55 - 64 years,Male,Refusal,Refusal,Refusal,Without a professional activity,Seeking a job,1,0,PC/Laptop/Tablet,,,Steiermark,Sued-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,1.48777398324412e+16,,,,,1.62145041161083e+16,0.5200990305046496,,0.7145688719510791,,0.7558888652803802,,,0.7048672212298466,
415,Austria,Has nationality of survey country,Large town,No,You havenâ€™t accessed news in the last 7 days / You do not access news on a regular basis,,,,,,,,,,,,,,,,,,,,,None of these accessed in the last 7 days for news,,,,You read articles or posts that appear in your online social networks,,,,,,,WhatsApp,,,,Instagram,,TikTok,,Snapchat,,,,,,To watch photo and video content,,,,,,,,To follow what friends/family/colleagues are doing,,,,,,,,,,,,,,,,,,,"The written press (such as newspapers or magazines), incl. their online presence",,,,,,,You follow the news from time to time,Yes,,How toâ€™s (e.g. tutorials),Insight into their everyday life Â ,,,,,,26.0,25 - 39 years,25 - 34 years,Female,20,20 years,20 years and older,Employee,"Other employee (salesman, nurse, ...)",2,0,PC/Laptop/Tablet,,,Wien,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.6940060446429406,,,,,0.7563624578868973,0.242612033177309,,0.3333269179545561,,0.3526015695199851,,,0.3288013621111419,
416,Austria,Has nationality of survey country,Small or middle sized town,No,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,Online press and/or news platforms,,,,,,,,,,,Online press and/or news platforms,,,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,,,,You read articles or posts that appear in your online social networks,,,,,,,WhatsApp,Facebook,YouTube,,Instagram,,TikTok,,,,,,,,To watch photo and video content,,To send direct messages to friends and family,,,,,For professional reasons,To follow what friends/family/colleagues are doing,,,,Local news,,,,,,,"People (e.g. royals, celebrities, etc.)","Hobbies, lifestyle","Crime, accidents",,,,,,,,,,,,Donâ€™t know,You are trying to avoid some news topics,No,,,,,,,,,38.0,25 - 39 years,35 - 44 years,Female,No full-time education,Never been in full-time education,Never been in full-time education,Employee,Office clerk,1,0,Smartphone,,,Vorarlberg,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,1.00402861183647e+16,,,,,1094240539400650.0,0.3509903476577977,,0.4822288873489978,,0.5101138053612408,,,0.4756817000639227,
417,Austria,Has nationality of survey country,Large town,Yes,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",Radio,TV,,Online press and/or news platforms,,,,"Messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,Radio,TV,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",Online press and/or news platforms,,,,"Messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel",,,,,,,,,WhatsApp,,YouTube,,,,,,,,,,,,,,,,To follow the news and current events,,,,,,,,,National politics,,,Sport,,Culture and art,,,,,,,Public TV and Radio stations (incl. their online presence),Private TV and Radio stations (incl. their online presence),,,YouTube or other video platforms,,,,,You follow the news on a daily basis,No,,,,,,,,,56.0,55 years and older,55 - 64 years,Male,18,18 years,16-19,Employee,Civil servant,1,0,Smartphone,,,Wien,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.9609574907644036,,,,,1.04729947995386e+16,0.3359334582615419,,0.4615420876436896,,0.4882307900644334,,,0.4552757635660097,
418,Austria,Has nationality of survey country,Large town,Yes,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,,,,,,,,Donâ€™t know,,,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,,,,,Donâ€™t know,,,,,Via notifications from news apps you registered to or via alerts you receive,,,,,WhatsApp,Facebook,YouTube,,,,,,,,,,,,,,,,To follow the news and current events,,,,To follow what friends/family/colleagues are doing,,,,Local news,,,,,,,,,,,,,,,,,,,,Other,,You actively search news several times a day,No,,,,,,,,,43.0,40 - 54 years,35 - 44 years,Female,DK,Don't know,Don't know,Employee,Office clerk,3,1,Smartphone,,,Oberoesterreich,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,1.02322873717231e+16,,,,,1115165795171620.0,0.3577023662071226,,0.4914505917591215,,0.5198687554523171,,,0.484778202049545,
419,Austria,Has nationality of survey country,Rural area or village,Yes,Podcasts,Radio,TV,,,,,,,,,,Radio,TV,,,,Podcasts,,,,,,,,,,Via notifications from news apps you registered to or via alerts you receive,,,,,WhatsApp,Facebook,YouTube,,Instagram,,TikTok,,,Telegram,,,,,,,,To play video games,,,,For professional reasons,,To get to know new people,,,,,European and international affairs,Science and technology,Sport,,,,"Hobbies, lifestyle",,,,,Public TV and Radio stations (incl. their online presence),,,,YouTube or other video platforms,"People, groups or friends I follow on social media or messaging platforms",,,,You actively search news several times a day,Yes,,,,,,Promotion and advertising of commercial products,,,33.0,25 - 39 years,25 - 34 years,Male,15,15 years,Up to 15,Employee,Middle management,2,2,PC/Laptop/Tablet,,,Steiermark,Sued-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.9916041243307984,,,,,1080699712227290.0,0.3466469702503437,,0.4762614809273962,,0.5038013332598811,,,0.4697953126946287,
420,Austria,Has nationality of survey country,Small or middle sized town,No,TV,,,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,,,,,,,TV,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,,,,,,,,,,,,,You never access news online,,WhatsApp,,,,,,,,,,,,,,,,,,To follow the news and current events,,,,,,,,,,,,,,,,,"Crime, accidents",,,,,Private TV and Radio stations (incl. their online presence),,,,,,,,You follow the news from time to time,No,,,,,,,,,62.0,55 years and older,55 - 64 years,Female,18,18 years,16-19,Employee,Middle management,3,0,Smartphone,,,Vorarlberg,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,1083813486999920.0,,,,,1.18119408216391e+16,0.3788817052758143,,0.5205490817376549,,0.550649867581075,,,0.5134816239004728,
421,Austria,Has nationality of survey country,Large town,Yes,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,Online press and/or news platforms,,,,,,,,,,,Online press and/or news platforms,,,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel",,,,Via notifications from news apps you registered to or via alerts you receive,Via email newsletter(s) you receive,,,,WhatsApp,Facebook,YouTube,,,,,,,Telegram,,Other,,,,To share my opinion publicly/ to discuss within social media groups,,,To follow the news and current events,,,For professional reasons,,,,,,National politics,European and international affairs,,Sport,Financial and economic news,,,,"Crime, accidents",,,,,,,,YouTube or other video platforms,,,Other,,You actively search news several times a day,Yes,"Reviews (e.g. products, books, places, etc.)",,,"Commentary on current events (e.g. on society, politics, economy, etc.)",,,,,60.0,55 years and older,55 - 64 years,Male,19,19 years,16-19,Employee,"Other employee (salesman, nurse, ...)",2,0,PC/Laptop/Tablet,,,Niederoesterreich,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.943240268699588,,,,,1027990366249000.0,0.3297398360293173,,0.4530326127318106,,0.4792292541904884,,,0.4468818211894212,
422,Austria,Has nationality of survey country,Rural area or village,Yes,TV,Radio,,,,,,"Social media platforms (e.g. Facebook, Instagram, etc.)","Messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,Radio,TV,,,,,"Social media platforms (e.g. Facebook, Instagram, etc.)","Messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,,,,"You read content shared by friends on direct messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,,,WhatsApp,Facebook,,Messenger,Instagram,,TikTok,,Snapchat,,,,,,To watch photo and video content,,,To play video games,,To buy or sell products,,,,,,,,,,,Sport,,,,"Hobbies, lifestyle",,,,,,,,,YouTube or other video platforms,,"Influencers on social media channels (e.g. YouTube, Instagram, TikTok etc.)",,,You actively search news several times a day,No,,,,,,,,,38.0,25 - 39 years,35 - 44 years,Male,16,16 years,16-19,Employee,"Other employee (salesman, nurse, ...)",1,0,PC/Laptop/Tablet,,,Kaernten,Sued-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.981323420953814,,,,,1.06949528809432e+16,0.3430530212234784,,0.4713237210944564,,0.4985780471307823,,,0.4649245924755386,
423,Austria,Has nationality of survey country,Large town,Yes,"Messaging apps (e.g. WhatsApp, Messenger, etc.)",,TV,,Online press and/or news platforms,"Video platforms (e.g. YouTube, etc.)",,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,,,TV,,Online press and/or news platforms,"Video platforms (e.g. YouTube, etc.)",,"Social media platforms (e.g. Facebook, Instagram, etc.)","Messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel",,,,,,,,,WhatsApp,Facebook,YouTube,Messenger,Instagram,,,LinkedIn,,,,,,,,To share my opinion publicly/ to discuss within social media groups,To send direct messages to friends and family,,To follow the news and current events,To buy or sell products,"To share my own content (pictures, video, music, etc.)",,To follow what friends/family/colleagues are doing,,,,,National politics,European and international affairs,,,Financial and economic news,,"People (e.g. royals, celebrities, etc.)",,"Crime, accidents",,,,Public TV and Radio stations (incl. their online presence),,,,,,,,,You follow the news on a daily basis,No,,,,,,,,,56.0,55 years and older,55 - 64 years,Female,29,22 years and older,20 years and older,Employee,Middle management,2,0,PC/Laptop/Tablet,,,Wien,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,1.04758095003286e+16,,,,,1.14170605330967e+16,0.3662154619071829,,0.5031468127370787,,0.5322413111990528,,,0.4963156242676617,
424,Austria,Yes,Rural area or village,Yes,"Video platforms (e.g. YouTube, etc.)",Radio,TV,,Online press and/or news platforms,,,,,,,,Radio,TV,,Online press and/or news platforms,"Video platforms (e.g. YouTube, etc.)",,,,,,,,,,,,,Other,,,WhatsApp,,YouTube,,,,,,,Telegram,,,,,,,,,,,,,To follow what friends/family/colleagues are doing,,,,,,,,,Financial and economic news,,,"Hobbies, lifestyle",,,,,,,,,,,,,Donâ€™t know,You follow the news on a daily basis,No,,,,,,,,,49.0,40 - 54 years,45 - 54 years,Male,17,17 years,16-19,Employee,"Other employee (salesman, nurse, ...)",2,0,PC/Laptop/Tablet,,,Burgenland (AT),Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.7222222506240794,,,,,0.7871138887611301,0.252475911387701,,0.3468789915260519,,0.3669372926619463,,,0.3421694401442089,
425,Austria,Has nationality of survey country,Large town,Yes,Radio,,,,,,,,,,,Donâ€™t know,Radio,,,,,,,,,,Donâ€™t know,,,,,,,,,Donâ€™t know,WhatsApp,Facebook,YouTube,,Instagram,,,,,,,,,,,,,,,,,,,,,Donâ€™t know,,,European and international affairs,,,,,,,,,,,,,,,,"People, groups or friends I follow on social media or messaging platforms",,,,You actively avoid all news,No,,,,,,,,,39.0,25 - 39 years,35 - 44 years,Female,23,22 years and older,20 years and older,Employee,Office clerk,1,1,Smartphone,,,Steiermark,Sued-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,1.0070047059118e+16,,,,,1097484035400570.0,0.3520307366286366,,0.4836582873856818,,0.5116258605516814,,,0.4770916932380338,
426,Austria,Yes,Large town,Yes,"Video platforms (e.g. YouTube, etc.)",,TV,,,,,,,,,,,TV,,,"Video platforms (e.g. YouTube, etc.)",,,,,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel",,,,,,,,,WhatsApp,,YouTube,,Instagram,,,,,Telegram,Viber,,,,To watch photo and video content,To share my opinion publicly/ to discuss within social media groups,,,,,,,,,,,,National politics,,,Sport,,Culture and art,,"Hobbies, lifestyle","Crime, accidents",,,,,,,"Other online news platforms incl. blogs, podcasts",YouTube or other video platforms,,,,,You follow the news on a daily basis,Yes,"Reviews (e.g. products, books, places, etc.)",How toâ€™s (e.g. tutorials),,,,,,,54.0,40 - 54 years,45 - 54 years,Male,21,21 years,20 years and older,Employee,"Other employee (salesman, nurse, ...)",3,0,PC/Laptop/Tablet,,,Wien,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.7771885630273766,,,,,0.8470189219683358,0.2716911457669405,,0.373278979892356,,0.3948638621403142,,,0.3682109977472541,
427,Austria,Has nationality of survey country,Small or middle sized town,Yes,Radio,,TV,,,,,,,,,,Radio,TV,,,,,,,,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel",,You read articles or posts that appear in your online social networks,,,Via email newsletter(s) you receive,,,,WhatsApp,Facebook,YouTube,,Instagram,X (Twitter),TikTok,LinkedIn,Snapchat,Telegram,,,,,To watch photo and video content,,,,To follow the news and current events,,,For professional reasons,,,Other,,Local news,National politics,European and international affairs,Science and technology,,Financial and economic news,Culture and art,"People (e.g. royals, celebrities, etc.)","Hobbies, lifestyle","Crime, accidents",Other,,,,Private TV and Radio stations (incl. their online presence),,"Other online news platforms incl. blogs, podcasts",,"People, groups or friends I follow on social media or messaging platforms",,,,You actively search news several times a day,No,,,,,,,,,46.0,40 - 54 years,45 - 54 years,Female,22,22 years and older,20 years and older,Employee,Middle management,1,0,Smartphone,,,Steiermark,Sued-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,1006577017371560.0,,,,,1.0970179190634e+16,0.3518812244059201,,0.4834528711590341,,0.5114085661178405,,,0.4768890659328766,
428,Austria,Has nationality of survey country,Rural area or village,No,You havenâ€™t accessed news in the last 7 days / You do not access news on a regular basis,,,,,,,,,,,,,,,,,,,,,None of these accessed in the last 7 days for news,,,,,,Via notifications from news apps you registered to or via alerts you receive,,,,,WhatsApp,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,European and international affairs,,,,,,,,,,,,,"The written press (such as newspapers or magazines), incl. their online presence",,,,,,,You follow the news from time to time,I do not use social media channels,,,,,,,,,41.0,40 - 54 years,35 - 44 years,Male,23,22 years and older,20 years and older,Employee,"Other employee (salesman, nurse, ...)",5,2,PC/Laptop/Tablet,,,Niederoesterreich,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.7573208819127112,,,,,0.8253661305605424,0.2647457617217232,,0.3637366524674377,,0.384769748986937,,,0.3587982258226915,
429,Austria,Has nationality of survey country,Small or middle sized town,Yes,"Messaging apps (e.g. WhatsApp, Messenger, etc.)",Radio,TV,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,,Radio,TV,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,"Social media platforms (e.g. Facebook, Instagram, etc.)","Messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel",,You read articles or posts that appear in your online social networks,,,Via email newsletter(s) you receive,,,,WhatsApp,Facebook,,,Instagram,,,,,Telegram,,,,,,,,,To follow the news and current events,,,,,,,,Local news,National politics,European and international affairs,Science and technology,,Financial and economic news,,,,"Crime, accidents",,,,,Private TV and Radio stations (incl. their online presence),"The written press (such as newspapers or magazines), incl. their online presence",,,,,,,You actively search news several times a day,No,,,,,,,,,42.0,40 - 54 years,35 - 44 years,Male,19,19 years,16-19,Employee,Middle management,3,1,PC/Laptop/Tablet,,,Niederoesterreich,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.7573208819127112,,,,,0.8253661305605424,0.2647457617217232,,0.3637366524674377,,0.384769748986937,,,0.3587982258226915,
430,Austria,Has nationality of survey country,Rural area or village,Yes,TV,Radio,,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,,,,,,Radio,TV,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,,,,,,,,,,,,Other,,,WhatsApp,Facebook,,,,,,,,,,,,,,,,,To follow the news and current events,,,,,,,,Local news,,,,,,,,"Hobbies, lifestyle",,,,,Public TV and Radio stations (incl. their online presence),,,,,,,,,You follow the news from time to time,No,,,,,,,,,46.0,40 - 54 years,45 - 54 years,Female,18,18 years,16-19,Employee,Office clerk,2,2,PC/Laptop/Tablet,,,Salzburg,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,1.15254325909814e+16,,,,,1.25609922132731e+16,0.4029083976616727,,0.5535595767932209,,0.5855691967449175,,,0.5460439378139053,
431,Austria,Has nationality of survey country,Large town,Yes,Online press and/or news platforms,,TV,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,,,,,,,TV,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",Online press and/or news platforms,,,,,,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel",,You read articles or posts that appear in your online social networks,,,,,,,,,,,Instagram,,,LinkedIn,,,,,,,To watch photo and video content,To share my opinion publicly/ to discuss within social media groups,To send direct messages to friends and family,,To follow the news and current events,,"To share my own content (pictures, video, music, etc.)",,,,,,Local news,,European and international affairs,Science and technology,,,Culture and art,,,"Crime, accidents",,,,,,"The written press (such as newspapers or magazines), incl. their online presence",,,,,,,You follow the news from time to time,No,,,,,,,,,25.0,25 - 39 years,25 - 34 years,Female,24,22 years and older,20 years and older,Employee,Office clerk,1,0,PC/Laptop/Tablet,,,Wien,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.6940060446429406,,,,,0.7563624578868973,0.242612033177309,,0.3333269179545561,,0.3526015695199851,,,0.3288013621111419,
432,Austria,Has nationality of survey country,Large town,Yes,Online press and/or news platforms,,TV,,,,,,,,,,,TV,,Online press and/or news platforms,,,,,,,,,"You use a news aggregator app or website, meaning a website or app that assembles information from different (...).",,,,,,,,WhatsApp,,YouTube,,,X (Twitter),,,,,,Other,,,,,To send direct messages to friends and family,To play video games,,,,,,,Other,,Local news,National politics,European and international affairs,Science and technology,,Financial and economic news,,,"Hobbies, lifestyle","Crime, accidents",,,,Public TV and Radio stations (incl. their online presence),,"The written press (such as newspapers or magazines), incl. their online presence",,,,,,,You follow the news on a daily basis,Yes,"Reviews (e.g. products, books, places, etc.)",How toâ€™s (e.g. tutorials),,,,,Other,,40.0,40 - 54 years,35 - 44 years,Male,16,16 years,16-19,Without a professional activity,Other (without a professional activity),2,0,PC/Laptop/Tablet,,,Wien,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,1.15117722467603e+16,,,,,1.25461044877116e+16,0.4024308565925486,,0.5529034786983192,,0.5848751597333224,,,0.545396747516146,
